No;GRP;COHES;G.COHES;W.COHES;LEAD;G.LEAD;W.LEAD;HRS;G.HRS;W.HRS;WBEING;G.WBEING;W.WBEING
29;1;2.25;2.929054054;-0.679054054;1.727272727;2.929149604;-1.201876877;12;10.97297297;1.027027027;0.333333333;2.793013602;-2.459680269
30;1;2;2.929054054;-0.929054054;2.833333333;2.929149604;-0.095816271;12;10.97297297;1.027027027;3.444444444;2.793013602;0.651430843
31;1;3.75;2.929054054;0.820945946;2.727272727;2.929149604;-0.201876877;13;10.97297297;2.027027027;2.777777778;2.793013602;-0.015235824
32;1;2.875;2.929054054;-0.054054054;3;2.929149604;0.070850396;13;10.97297297;2.027027027;2.888888889;2.793013602;0.095875287
33;1;4;2.929054054;1.070945946;3.818181818;2.929149604;0.889032214;8;10.97297297;-2.972972973;2.944444444;2.793013602;0.151430843
34;1;2.125;2.929054054;-0.804054054;1.545454546;2.929149604;-1.383695059;14;10.97297297;3.027027027;1.222222222;2.793013602;-1.57079138
35;1;2.5;2.929054054;-0.429054054;3.090909091;2.929149604;0.161759487;14;10.97297297;3.027027027;2.444444444;2.793013602;-0.348569157
36;1;4;2.929054054;1.070945946;1.666666667;2.929149604;-1.262482937;11;10.97297297;0.027027027;1;2.793013602;-1.793013602
37;1;2.75;2.929054054;-0.179054054;2.545454546;2.929149604;-0.383695059;10;10.97297297;-0.972972973;2.611111111;2.793013602;-0.181902491
38;1;3.125;2.929054054;0.195945946;3.090909091;2.929149604;0.161759487;12;10.97297297;1.027027027;2.611111111;2.793013602;-0.181902491
39;1;3;2.929054054;0.070945946;3.636363636;2.929149604;0.707214032;13;10.97297297;2.027027027;2.944444444;2.793013602;0.151430843
40;1;3.75;2.929054054;0.820945946;3.363636364;2.929149604;0.43448676;12;10.97297297;1.027027027;3.111111111;2.793013602;0.318097509
41;1;3.125;2.929054054;0.195945946;3.363636364;2.929149604;0.43448676;10;10.97297297;-0.972972973;4.055555556;2.793013602;1.262541954
42;1;3.25;2.929054054;0.320945946;4.181818182;2.929149604;1.252668578;11;10.97297297;0.027027027;4.055555556;2.793013602;1.262541954
43;1;3.5;2.929054054;0.570945946;3.272727273;2.929149604;0.343577669;11;10.97297297;0.027027027;3.055555556;2.793013602;0.262541954
44;1;2.75;2.929054054;-0.179054054;3.181818182;2.929149604;0.252668578;12;10.97297297;1.027027027;3.722222222;2.793013602;0.92920862
45;1;2.625;2.929054054;-0.304054054;2.363636364;2.929149604;-0.565513241;10;10.97297297;-0.972972973;2.5;2.793013602;-0.293013602
46;1;2.5;2.929054054;-0.429054054;3;2.929149604;0.070850396;11;10.97297297;0.027027027;2.611111111;2.793013602;-0.181902491
47;1;3;2.929054054;0.070945946;3.909090909;2.929149604;0.979941305;13;10.97297297;2.027027027;4.333333333;2.793013602;1.540319732
48;1;2.375;2.929054054;-0.554054054;2.727272727;2.929149604;-0.201876877;9;10.97297297;-1.972972973;2.944444444;2.793013602;0.151430843
49;1;2.125;2.929054054;-0.804054054;3.090909091;2.929149604;0.161759487;10;10.97297297;-0.972972973;0.444444444;2.793013602;-2.348569157
50;1;4;2.929054054;1.070945946;3.090909091;2.929149604;0.161759487;12;10.97297297;1.027027027;3.388888889;2.793013602;0.595875287
51;1;3.75;2.929054054;0.820945946;2.636363636;2.929149604;-0.292785968;12;10.97297297;1.027027027;2.777777778;2.793013602;-0.015235824
52;1;2.375;2.929054054;-0.554054054;2.727272727;2.929149604;-0.201876877;12;10.97297297;1.027027027;4.166666667;2.793013602;1.373653065
53;1;2;2.929054054;-0.929054054;1.636363636;2.929149604;-1.292785968;11;10.97297297;0.027027027;2.166666667;2.793013602;-0.626346935
54;1;3.375;2.929054054;0.445945946;2.545454546;2.929149604;-0.383695059;12;10.97297297;1.027027027;2.833333333;2.793013602;0.040319732
55;1;3.375;2.929054054;0.445945946;3.181818182;2.929149604;0.252668578;10;10.97297297;-0.972972973;2.666666667;2.793013602;-0.126346935
56;1;2.375;2.929054054;-0.554054054;3;2.929149604;0.070850396;11;10.97297297;0.027027027;2.555555556;2.793013602;-0.237458046
57;1;2;2.929054054;-0.929054054;1.727272727;2.929149604;-1.201876877;8;10.97297297;-2.972972973;3.388888889;2.793013602;0.595875287
58;1;3.125;2.929054054;0.195945946;3.454545455;2.929149604;0.52539585;8;10.97297297;-2.972972973;2.5;2.793013602;-0.293013602
59;1;2.5;2.929054054;-0.429054054;3.181818182;2.929149604;0.252668578;11;10.97297297;0.027027027;2.333333333;2.793013602;-0.459680269
60;1;2.625;2.929054054;-0.304054054;2.363636364;2.929149604;-0.565513241;12;10.97297297;1.027027027;3.888888889;2.793013602;1.095875287
61;1;3;2.929054054;0.070945946;3.5;2.929149604;0.570850396;8;10.97297297;-2.972972973;2.294117647;2.793013602;-0.498895955
62;1;4;2.929054054;1.070945946;3.727272727;2.929149604;0.798123123;9;10.97297297;-1.972972973;3.444444444;2.793013602;0.651430843
63;1;2.125;2.929054054;-0.804054054;3.090909091;2.929149604;0.161759487;8;10.97297297;-2.972972973;3.444444444;2.793013602;0.651430843
64;1;3.75;2.929054054;0.820945946;4;2.929149604;1.070850396;9;10.97297297;-1.972972973;3.611111111;2.793013602;0.818097509
65;1;1.75;2.929054054;-1.179054054;2.272727273;2.929149604;-0.656422331;11;10.97297297;0.027027027;2.333333333;2.793013602;-0.459680269
66;1;1;2.929054054;-1.929054054;1.363636364;2.929149604;-1.565513241;12;10.97297297;1.027027027;0.666666667;2.793013602;-2.126346935
67;1;3;2.929054054;0.070945946;3.5;2.929149604;0.570850396;8;10.97297297;-2.972972973;2.722222222;2.793013602;-0.07079138
68;1;1;2.929054054;-1.929054054;3.5;2.929149604;0.570850396;13;10.97297297;2.027027027;2.166666667;2.793013602;-0.626346935
69;1;1.375;2.929054054;-1.554054054;1.727272727;2.929149604;-1.201876877;11;10.97297297;0.027027027;0.555555556;2.793013602;-2.237458046
70;1;1.875;2.929054054;-1.054054054;2.909090909;2.929149604;-0.020058695;11;10.97297297;0.027027027;3.888888889;2.793013602;1.095875287
71;1;2.75;2.929054054;-0.179054054;3.090909091;2.929149604;0.161759487;12;10.97297297;1.027027027;2.444444444;2.793013602;-0.348569157
72;1;2.5;2.929054054;-0.429054054;2.727272727;2.929149604;-0.201876877;14;10.97297297;3.027027027;2.277777778;2.793013602;-0.515235824
73;1;3.125;2.929054054;0.195945946;2.363636364;2.929149604;-0.565513241;13;10.97297297;2.027027027;2.555555556;2.793013602;-0.237458046
74;1;2.5;2.929054054;-0.429054054;2.222222222;2.929149604;-0.706927382;12;10.97297297;1.027027027;2.555555556;2.793013602;-0.237458046
75;2;2.625;3.322656841;-0.697656841;2.181818182;2.485545936;-0.303727754;13;12.17460318;0.825396825;2.333333333;2.718435522;-0.385102189
76;2;3.625;3.322656841;0.30234316;2.636363636;2.485545936;0.150817701;10;12.17460318;-2.174603175;3.5;2.718435522;0.781564478
77;2;3;3.322656841;-0.322656841;2.333333333;2.485545936;-0.152212602;12;12.17460318;-0.174603175;2.777777778;2.718435522;0.059342255
78;2;3.5;3.322656841;0.17734316;2.727272727;2.485545936;0.241726792;11;12.17460318;-1.174603175;3.222222222;2.718435522;0.5037867
79;2;3;3.322656841;-0.322656841;3;2.485545936;0.514454065;13;12.17460318;0.825396825;2.666666667;2.718435522;-0.051768856
80;2;4.166666667;3.322656841;0.844009826;3.166666667;2.485545936;0.681120731;11;12.17460318;-1.174603175;1.444444444;2.718435522;-1.273991078
81;2;3.625;3.322656841;0.30234316;3;2.485545936;0.514454065;18;12.17460318;5.825396825;2.5;2.718435522;-0.218435522
82;2;3.571428571;3.322656841;0.248771731;1.727272727;2.485545936;-0.758273208;15;12.17460318;2.825396825;3.222222222;2.718435522;0.5037867
83;2;2;3.322656841;-1.322656841;2.833333333;2.485545936;0.347787398;9;12.17460318;-3.174603175;3.222222222;2.718435522;0.5037867
84;2;2.125;3.322656841;-1.197656841;2;2.485545936;-0.485545936;16;12.17460318;3.825396825;2.111111111;2.718435522;-0.607324411
85;2;3.375;3.322656841;0.05234316;1.909090909;2.485545936;-0.576455026;16;12.17460318;3.825396825;2.055555556;2.718435522;-0.662879967
86;2;1.5;3.322656841;-1.822656841;2.666666667;2.485545936;0.181120731;11;12.17460318;-1.174603175;2.333333333;2.718435522;-0.385102189
87;2;4;3.322656841;0.67734316;2;2.485545936;-0.485545936;10;12.17460318;-2.174603175;3.111111111;2.718435522;0.392675589
88;2;3.5;3.322656841;0.17734316;1.545454546;2.485545936;-0.94009139;14;12.17460318;1.825396825;2.111111111;2.718435522;-0.607324411
89;2;4;3.322656841;0.67734316;3.75;2.485545936;1.264454065;12;12.17460318;-0.174603175;3.888888889;2.718435522;1.170453367
90;2;3.5;3.322656841;0.17734316;2.545454546;2.485545936;0.05990861;12;12.17460318;-0.174603175;3.722222222;2.718435522;1.0037867
91;2;1;3.322656841;-2.322656841;1;2.485545936;-1.485545936;12;12.17460318;-0.174603175;2.666666667;2.718435522;-0.051768856
92;2;3.75;3.322656841;0.42734316;3.272727273;2.485545936;0.787181337;11;12.17460318;-1.174603175;3.611111111;2.718435522;0.892675589
93;2;1.25;3.322656841;-2.072656841;1.727272727;2.485545936;-0.758273208;12;12.17460318;-0.174603175;3.055555556;2.718435522;0.337120033
94;2;2.75;3.322656841;-0.572656841;2.363636364;2.485545936;-0.121909572;14;12.17460318;1.825396825;0.555555556;2.718435522;-2.162879967
95;2;4.75;3.322656841;1.42734316;2.181818182;2.485545936;-0.303727754;13;12.17460318;0.825396825;3.333333333;2.718435522;0.614897811
96;2;4;3.322656841;0.67734316;2.636363636;2.485545936;0.150817701;11;12.17460318;-1.174603175;3.555555556;2.718435522;0.837120033
97;2;3.375;3.322656841;0.05234316;2.272727273;2.485545936;-0.212818663;12;12.17460318;-0.174603175;3.722222222;2.718435522;1.0037867
98;2;4;3.322656841;0.67734316;2.454545455;2.485545936;-0.031000481;12;12.17460318;-0.174603175;3.176470588;2.718435522;0.458035066
99;2;3.625;3.322656841;0.30234316;2.090909091;2.485545936;-0.394636845;12;12.17460318;-0.174603175;2.611111111;2.718435522;-0.107324411
100;2;4.125;3.322656841;0.80234316;1.545454546;2.485545936;-0.94009139;12;12.17460318;-0.174603175;2.722222222;2.718435522;0.0037867
101;2;3.875;3.322656841;0.55234316;2.090909091;2.485545936;-0.394636845;10;12.17460318;-2.174603175;3.166666667;2.718435522;0.448231144
102;2;3.625;3.322656841;0.30234316;1.909090909;2.485545936;-0.576455026;15;12.17460318;2.825396825;1.777777778;2.718435522;-0.940657745
103;2;3.625;3.322656841;0.30234316;3.636363636;2.485545936;1.150817701;12;12.17460318;-0.174603175;4.444444444;2.718435522;1.726008922
104;2;3.375;3.322656841;0.05234316;2.636363636;2.485545936;0.150817701;12;12.17460318;-0.174603175;3.166666667;2.718435522;0.448231144
105;2;3.75;3.322656841;0.42734316;3.181818182;2.485545936;0.696272246;12;12.17460318;-0.174603175;1.833333333;2.718435522;-0.885102189
106;2;4.5;3.322656841;1.17734316;2.545454546;2.485545936;0.05990861;13;12.17460318;0.825396825;1.5;2.718435522;-1.218435522
107;2;4.25;3.322656841;0.92734316;3.090909091;2.485545936;0.605363155;12;12.17460318;-0.174603175;3.888888889;2.718435522;1.170453367
108;2;4.625;3.322656841;1.30234316;2.272727273;2.485545936;-0.212818663;14;12.17460318;1.825396825;3.333333333;2.718435522;0.614897811
109;2;3.25;3.322656841;-0.072656841;3.2;2.485545936;0.714454065;9;12.17460318;-3.174603175;2.222222222;2.718435522;-0.4962133
110;2;4.125;3.322656841;0.80234316;3.454545455;2.485545936;0.968999519;12;12.17460318;-0.174603175;3.5;2.718435522;0.781564478
111;2;4.25;3.322656841;0.92734316;2.909090909;2.485545936;0.423544974;13;12.17460318;0.825396825;3.277777778;2.718435522;0.559342255
112;2;3.25;3.322656841;-0.072656841;2.272727273;2.485545936;-0.212818663;12;12.17460318;-0.174603175;2;2.718435522;-0.718435522
113;2;2;3.322656841;-1.322656841;3;2.485545936;0.514454065;12;12.17460318;-0.174603175;3.666666667;2.718435522;0.948231144
114;2;2.714285714;3.322656841;-0.608371126;2.545454546;2.485545936;0.05990861;11;12.17460318;-1.174603175;2.764705882;2.718435522;0.04627036
115;2;3.125;3.322656841;-0.197656841;2.272727273;2.485545936;-0.212818663;10;12.17460318;-2.174603175;2.722222222;2.718435522;0.0037867
116;2;3.75;3.322656841;0.42734316;2.272727273;2.485545936;-0.212818663;12;12.17460318;-0.174603175;4;2.718435522;1.281564478
117;2;4;3.322656841;0.67734316;2.454545455;2.485545936;-0.031000481;12;12.17460318;-0.174603175;2.055555556;2.718435522;-0.662879967
118;2;3;3.322656841;-0.322656841;3;2.485545936;0.514454065;14;12.17460318;1.825396825;3.277777778;2.718435522;0.559342255
119;2;2;3.322656841;-1.322656841;1.727272727;2.485545936;-0.758273208;13;12.17460318;0.825396825;2;2.718435522;-0.718435522
120;2;2.875;3.322656841;-0.447656841;2.454545455;2.485545936;-0.031000481;18;12.17460318;5.825396825;2.611111111;2.718435522;-0.107324411
121;2;3.375;3.322656841;0.05234316;2.454545455;2.485545936;-0.031000481;11;12.17460318;-1.174603175;2.166666667;2.718435522;-0.551768856
122;2;3.25;3.322656841;-0.072656841;1.909090909;2.485545936;-0.576455026;10;12.17460318;-2.174603175;2.944444444;2.718435522;0.226008922
123;2;3.25;3.322656841;-0.072656841;2;2.485545936;-0.485545936;12;12.17460318;-0.174603175;2.444444444;2.718435522;-0.273991078
124;2;4;3.322656841;0.67734316;3;2.485545936;0.514454065;8;12.17460318;-4.174603175;3.111111111;2.718435522;0.392675589
125;2;4;3.322656841;0.67734316;3.333333333;2.485545936;0.847787398;11;12.17460318;-1.174603175;3.5;2.718435522;0.781564478
126;2;4.25;3.322656841;0.92734316;3.636363636;2.485545936;1.150817701;10;12.17460318;-2.174603175;3.166666667;2.718435522;0.448231144
127;2;3.125;3.322656841;-0.197656841;2;2.485545936;-0.485545936;12;12.17460318;-0.174603175;2.888888889;2.718435522;0.170453367
128;2;2.125;3.322656841;-1.197656841;2.7;2.485545936;0.214454065;11;12.17460318;-1.174603175;0.764705882;2.718435522;-1.95372964
129;2;3.375;3.322656841;0.05234316;2.363636364;2.485545936;-0.121909572;11;12.17460318;-1.174603175;1.166666667;2.718435522;-1.551768856
130;2;3.5;3.322656841;0.17734316;2.545454546;2.485545936;0.05990861;12;12.17460318;-0.174603175;2.166666667;2.718435522;-0.551768856
131;2;4.625;3.322656841;1.30234316;2.181818182;2.485545936;-0.303727754;12;12.17460318;-0.174603175;0.666666667;2.718435522;-2.051768856
132;2;2.625;3.322656841;-0.697656841;2.636363636;2.485545936;0.150817701;14;12.17460318;1.825396825;2.555555556;2.718435522;-0.162879967
133;2;4;3.322656841;0.67734316;2.833333333;2.485545936;0.347787398;10;12.17460318;-2.174603175;2;2.718435522;-0.718435522
134;2;3.25;3.322656841;-0.072656841;1.545454546;2.485545936;-0.94009139;12;12.17460318;-0.174603175;2.722222222;2.718435522;0.0037867
135;2;3.25;3.322656841;-0.072656841;1.818181818;2.485545936;-0.667364117;12;12.17460318;-0.174603175;3;2.718435522;0.281564478
136;2;2.625;3.322656841;-0.697656841;1.636363636;2.485545936;-0.849182299;15;12.17460318;2.825396825;1.944444444;2.718435522;-0.773991078
137;2;1;3.322656841;-2.322656841;3.5;2.485545936;1.014454065;12;12.17460318;-0.174603175;3.611111111;2.718435522;0.892675589
138;3;3.125;3.167038691;-0.04203869;2.181818182;2.932502104;-0.750683923;11;10.4375;0.5625;3.944444444;2.744593965;1.19985048
139;3;3;3.167038691;-0.16703869;3.272727273;2.932502104;0.340225168;12;10.4375;1.5625;3.277777778;2.744593965;0.533183813
140;3;3;3.167038691;-0.16703869;2.636363636;2.932502104;-0.296138468;12;10.4375;1.5625;2.764705882;2.744593965;0.020111918
141;3;2;3.167038691;-1.16703869;2;2.932502104;-0.932502104;11;10.4375;0.5625;4.222222222;2.744593965;1.477628258
142;3;2.875;3.167038691;-0.29203869;3.090909091;2.932502104;0.158406987;10;10.4375;-0.4375;3.277777778;2.744593965;0.533183813
143;3;2.875;3.167038691;-0.29203869;3.727272727;2.932502104;0.794770623;11;10.4375;0.5625;4.166666667;2.744593965;1.422072702
144;3;3.25;3.167038691;0.08296131;3.363636364;2.932502104;0.431134259;8;10.4375;-2.4375;3.055555556;2.744593965;0.310961591
145;3;4;3.167038691;0.83296131;2.833333333;2.932502104;-0.099168771;12;10.4375;1.5625;3.333333333;2.744593965;0.588739369
146;3;4.375;3.167038691;1.20796131;4.090909091;2.932502104;1.158406987;9;10.4375;-1.4375;3.888888889;2.744593965;1.144294924
147;3;4;3.167038691;0.83296131;3.636363636;2.932502104;0.703861532;7;10.4375;-3.4375;3.611111111;2.744593965;0.866517146
148;3;3.5;3.167038691;0.33296131;3.181818182;2.932502104;0.249316077;11;10.4375;0.5625;2.111111111;2.744593965;-0.633482854
149;3;2;3.167038691;-1.16703869;1.181818182;2.932502104;-1.750683923;11;10.4375;0.5625;1.444444444;2.744593965;-1.30014952
150;3;3;3.167038691;-0.16703869;2.909090909;2.932502104;-0.023411195;11;10.4375;0.5625;3.055555556;2.744593965;0.310961591
151;3;2.875;3.167038691;-0.29203869;3.272727273;2.932502104;0.340225168;12;10.4375;1.5625;2.055555556;2.744593965;-0.689038409
152;3;3.5;3.167038691;0.33296131;3.454545455;2.932502104;0.52204335;9;10.4375;-1.4375;3.333333333;2.744593965;0.588739369
153;3;3;3.167038691;-0.16703869;1.909090909;2.932502104;-1.023411195;11;10.4375;0.5625;3.888888889;2.744593965;1.144294924
154;3;3.25;3.167038691;0.08296131;3.181818182;2.932502104;0.249316077;9;10.4375;-1.4375;3.277777778;2.744593965;0.533183813
155;3;3.125;3.167038691;-0.04203869;3.272727273;2.932502104;0.340225168;9;10.4375;-1.4375;2.666666667;2.744593965;-0.077927298
156;3;4;3.167038691;0.83296131;4.333333333;2.932502104;1.400831229;12;10.4375;1.5625;2.777777778;2.744593965;0.033183813
157;3;3;3.167038691;-0.16703869;3.090909091;2.932502104;0.158406987;11;10.4375;0.5625;2.444444444;2.744593965;-0.30014952
158;3;3.375;3.167038691;0.20796131;3.272727273;2.932502104;0.340225168;10;10.4375;-0.4375;2.611111111;2.744593965;-0.133482854
159;3;3.625;3.167038691;0.45796131;3.111111111;2.932502104;0.178609007;13;10.4375;2.5625;4.055555556;2.744593965;1.310961591
160;3;2.5;3.167038691;-0.66703869;3.090909091;2.932502104;0.158406987;10;10.4375;-0.4375;3.277777778;2.744593965;0.533183813
161;3;3.5;3.167038691;0.33296131;3.454545455;2.932502104;0.52204335;8;10.4375;-2.4375;3.117647059;2.744593965;0.373053094
162;3;2.625;3.167038691;-0.54203869;3.090909091;2.932502104;0.158406987;8;10.4375;-2.4375;2.944444444;2.744593965;0.19985048
163;3;3.375;3.167038691;0.20796131;3.272727273;2.932502104;0.340225168;6;10.4375;-4.4375;3.611111111;2.744593965;0.866517146
164;3;3.75;3.167038691;0.58296131;2.818181818;2.932502104;-0.114320286;10;10.4375;-0.4375;3.444444444;2.744593965;0.69985048
165;3;2.875;3.167038691;-0.29203869;3;2.932502104;0.067497896;12;10.4375;1.5625;3.111111111;2.744593965;0.366517146
166;3;3.625;3.167038691;0.45796131;4.090909091;2.932502104;1.158406987;10;10.4375;-0.4375;3.333333333;2.744593965;0.588739369
167;3;4.857142857;3.167038691;1.690104167;3.636363636;2.932502104;0.703861532;12;10.4375;1.5625;3.277777778;2.744593965;0.533183813
168;3;2.75;3.167038691;-0.41703869;1.818181818;2.932502104;-1.114320286;11;10.4375;0.5625;3.388888889;2.744593965;0.644294924
169;3;2.375;3.167038691;-0.79203869;2.090909091;2.932502104;-0.841593013;12;10.4375;1.5625;1.944444444;2.744593965;-0.80014952
170;3;3.75;3.167038691;0.58296131;3;2.932502104;0.067497896;11;10.4375;0.5625;2.944444444;2.744593965;0.19985048
171;3;3.25;3.167038691;0.08296131;2.727272727;2.932502104;-0.205229377;9;10.4375;-1.4375;2.722222222;2.744593965;-0.022371743
172;3;2.625;3.167038691;-0.54203869;2.909090909;2.932502104;-0.023411195;16;10.4375;5.5625;1.888888889;2.744593965;-0.855705076
173;3;4;3.167038691;0.83296131;3.363636364;2.932502104;0.431134259;11;10.4375;0.5625;2.722222222;2.744593965;-0.022371743
174;3;3.875;3.167038691;0.70796131;3.727272727;2.932502104;0.794770623;11;10.4375;0.5625;3.555555556;2.744593965;0.810961591
175;3;1.375;3.167038691;-1.79203869;1.818181818;2.932502104;-1.114320286;12;10.4375;1.5625;1.555555556;2.744593965;-1.189038409
176;3;3;3.167038691;-0.16703869;2.818181818;2.932502104;-0.114320286;8;10.4375;-2.4375;0.944444444;2.744593965;-1.80014952
177;3;4;3.167038691;0.83296131;3.454545455;2.932502104;0.52204335;11;10.4375;0.5625;3.444444444;2.744593965;0.69985048
178;3;3;3.167038691;-0.16703869;2;2.932502104;-0.932502104;24;10.4375;13.5625;1.833333333;2.744593965;-0.911260631
179;3;2.5;3.167038691;-0.66703869;1.818181818;2.932502104;-1.114320286;9;10.4375;-1.4375;1.384615385;2.744593965;-1.35997858
180;3;3.375;3.167038691;0.20796131;3.272727273;2.932502104;0.340225168;9;10.4375;-1.4375;2.388888889;2.744593965;-0.355705076
181;3;3.142857143;3.167038691;-0.024181548;3.636363636;2.932502104;0.703861532;9;10.4375;-1.4375;2.444444444;2.744593965;-0.30014952
182;3;4;3.167038691;0.83296131;3.818181818;2.932502104;0.885679714;11;10.4375;0.5625;2.333333333;2.744593965;-0.411260631
183;3;1;3.167038691;-2.16703869;3.166666667;2.932502104;0.234164562;12;10.4375;1.5625;1.666666667;2.744593965;-1.077927298
184;3;2.75;3.167038691;-0.41703869;2.545454546;2.932502104;-0.387047559;10;10.4375;-0.4375;1.666666667;2.744593965;-1.077927298
185;3;2.142857143;3.167038691;-1.024181548;1.636363636;2.932502104;-1.296138468;15;10.4375;4.5625;1.555555556;2.744593965;-1.189038409
186;3;3.5;3.167038691;0.33296131;2.545454546;2.932502104;-0.387047559;10;10.4375;-0.4375;4.166666667;2.744593965;1.422072702
187;3;4;3.167038691;0.83296131;2.727272727;2.932502104;-0.205229377;10;10.4375;-0.4375;3.352941177;2.744593965;0.608347212
188;3;4;3.167038691;0.83296131;2.5;2.932502104;-0.432502104;12;10.4375;1.5625;3.222222222;2.744593965;0.477628258
189;3;2.25;3.167038691;-0.91703869;3.727272727;2.932502104;0.794770623;12;10.4375;1.5625;3.166666667;2.744593965;0.422072702
190;3;3.5;3.167038691;0.33296131;3;2.932502104;0.067497896;11;10.4375;0.5625;3.111111111;2.744593965;0.366517146
191;3;3.875;3.167038691;0.70796131;2.727272727;2.932502104;-0.205229377;9;10.4375;-1.4375;3.555555556;2.744593965;0.810961591
192;3;3;3.167038691;-0.16703869;3;2.932502104;0.067497896;13;10.4375;2.5625;2.666666667;2.744593965;-0.077927298
193;3;2.875;3.167038691;-0.29203869;3.363636364;2.932502104;0.431134259;11;10.4375;0.5625;2.777777778;2.744593965;0.033183813
194;3;3.875;3.167038691;0.70796131;2.545454546;2.932502104;-0.387047559;8;10.4375;-2.4375;2.055555556;2.744593965;-0.689038409
195;3;2.875;3.167038691;-0.29203869;2.818181818;2.932502104;-0.114320286;12;10.4375;1.5625;3.111111111;2.744593965;0.366517146
196;3;1;3.167038691;-2.16703869;1;2.932502104;-1.932502104;6;10.4375;-4.4375;2.555555556;2.744593965;-0.189038409
197;3;3.25;3.167038691;0.08296131;3;2.932502104;0.067497896;12;10.4375;1.5625;1.388888889;2.744593965;-1.355705076
198;3;3.75;3.167038691;0.58296131;3.636363636;2.932502104;0.703861532;8;10.4375;-2.4375;3.75;2.744593965;1.005406035
